uuid,weight,sex,age,edu,region,age_band,occupation,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q29_2,Q30
78793a901a0e48adbe01c3f8d64a94c9,0.3525,여성,60,고졸 이하,제주,60-69,무직,2,2>1,3,5>5>4,3>3>3,4>4>4,3,4,2,1>2>4,27>34>29,68>56>58,1>27>34,1,3,2,0,1,요즘 날씨가 너무 심상치 않아서 예전에는 없던 큰 태풍이나 홍수 같은 게 갑자기 덮칠까 봐 불안합니다. 그리고 골목길에 차들이 너무 빨리 다녀서 무심코 길을 건너다 치일까 봐 항상 조심하고 있어요.
ef19025c0dda4dfa97cd22e29a7e5f4b,1.7323,남성,58,대학교 졸업,경기,50-59,무직,2,2>3,3,5>5>4,4>4>3,5>5>4,3,4,2,1>2>9,34>29>27,56>57>58,34>1>29,1,3,1,4,,"아파트가 노후되어 전기나 가스 설비에서 사고가 날까 봐 항상 조심스럽게 지내고, 요즘은 갑작스러운 폭우로 인한 침수 피해도 많이 걱정됩니다."
17ac759917a946e0a4fc4c6fda3fbf2d,1.5143,남성,63,고졸 이하,서울,60-69,가스 배관공,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,2>9>5,35>34>27,57>56>63,35>34>2,1,3,2,,8,낡은 아파트 단지의 배관과 전기 시설이 너무 오래되어 언제 가스 누출이나 화재 사고가 터질지 모른다는 게 항상 마음에 걸립니다. 또한 갑작스러운 폭우로 인해 지하 공간이 침수되는 일도 다시 발생하지 않을까 걱정됩니다.
bd7675805dcd48b4a1103856cf31b4e1,1.6841,여성,45,대학교 졸업,서울,40-49,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,2>1>9,27>34>29,56>57>64,27>34>2,1,3,2,0,8,"최근 기후 변화로 인해 갑작스러운 폭우가 잦아지는데, 오래된 다세대주택 밀집 지역인 우리 동네 특성상 침수 피해나 노후된 배관 문제가 발생할까 봐 우려됩니다. 또한, 일상생활 속에서 예측하기 힘든 가스 사고나 화재 같은 안전사고들이 언제든 일어날 수 있어서 항상 조심스럽게 지내고 있습니다."
71c0803fc87a42319d764a07e0b4b9c8,1.0558,남성,55,고졸 이하,서울,50-59,항타기 운전원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,1,13>2>1,46>34>29,63>56>58,13>46>63,1,3,2,,3,날씨가 예전 같지 않아서 갑자기 폭우가 쏟아지거나 무더위가 심해져 현장에서 일하는 게 점점 힘들어지는 게 걱정입니다. 또 동네에 오래된 건물도 많고 골목이 좁아서 큰비가 오면 무너지거나 침수될까 봐 항상 마음을 놓을 수가 없습니다.
68a896b7c8b24fa1bc380693210ee3ea,1.1381,여성,48,고졸 이하,경남,40-49,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>14,34>27>29,56>57>59,1>34>27,1,3,2,,1,요즘 날씨가 너무 덥거나 비가 갑자기 쏟아지는 걸 보면 기후 변화 때문에 예전보다 훨씬 더 큰 태풍이나 홍수가 올까 봐 걱정돼요. 그리고 아파트가 노후되어가면서 가스나 전기 관련 사고도 더 많이 날 수 있지 않을까 하는 생각도 들어요.
aebd86973bf8482096ad990a9d30a899,0.7067,여성,55,대학교 졸업,전북,50-59,자동차 차체 부품 조립원,2,2>4,3,5>5>4,4>4>3,5>5>4,3,4,2,1>2>14,27>34>35,63>56>57,27>1>63,1,3,2,,1,"오래된 아파트 단지에 살고 있어서 노후화된 전기 설비나 가스 배관으로 인한 화재가 항상 걱정됩니다. 또한 최근 들어 갑자기 쏟아지는 폭우로 인해 지하 주차장이나 상가가 침수되는 일이 잦아져서, 이에 대한 대비가 더 필요하다고 느낍니다."
ba34f85f0eda4308a57877423d6f6fbc,0.3797,남성,45,고졸 이하,제주,40-49,단말기 및 통신 서비스 판매원,2,3>2,3,5>5>5,4>4>4,5>5>5,3,4,2,1>3>13,27>29>34,56>61>59,1>27>29,1,3,2,,1,제주로 들어오는 관광객이 급증함에 따라 비상 시 교통 정체와 통신망 과부하가 잠재적인 위험요인으로 관리될 필요가 있다고 생각합니다.
badbf7e3a5544955a62aa7ad2c76c877,0.7810,여성,45,고졸 이하,충북,40-49,무직,2,2>4,3,5>5>5,4>4>3,5>4>4,3,4,2,1>2>9,27>34>29,57>58>56,27>1>34,1,4,1,15,,"요즘 날씨가 너무 변덕스러워서 여름엔 폭염으로 건강이 상할까 봐 걱정이고, 갑자기 쏟아지는 비 때문에 집이 침수될까 봐 불안합니다. 그리고 요즘은 보이스피싱 같은 범죄가 기승을 부려서 가족들이 피해 입지 않게 더 경계해야 할 것 같습니다."
f9bd537835894511bf6e70148cd316a7,1.3668,여성,51,고졸 이하,서울,50-59,시설 경비원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,1,1>2>14,27>34>29,56>57>58,27>34>1,1,3,2,,1,최근 기후 변화로 인한 도시형 집중호수와 폭염이 잠재적 위험요인이라고 생각합니다. 또한 고령화로 인해 혼자 사는 어르신들이 겪는 안전사고나 응급 상황도 재난 차원에서 더 적극적으로 관리해야 한다고 봅니다.
08aae9beb7244470ac92c1b6c374f947,0.1062,남성,38,대학교 졸업,세종,30-39,품질 관리 사무원,2,3>4,3,4>4>4,4>4>4,4>4>4,3,4,2,1>9>13,51>34>29,63>56>57,51>63>34,1,4,1,4,0,"AI 기술 발전에 따른 딥페이크 등 신종 범죄와 사회적 혼란, 그리고 기후 변화로 인한 폭염 등 이상 기후가 노약자가 많은 우리 가정과 사회에 큰 위협이 될 것 같습니다."
c6427c9b520d490fa12c5b27d79af773,0.5873,남성,33,대학원 졸업,부산,30-39,산업 안전원,4,3>4,4,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>35>51,63>56>57,34>63>1,1,3,2,,4,"ICT 전공자로서 스마트 팩토리 등 자동화 시설의 사이버 해킹 위험과, 이로 인한 실제 물리적 사고 연계 가능성이 우려됩니다. 또한 기후 변화로 예측이 어려워지는 초대형 태풍에 대비한 기술적 대응도 필요하다고 봅니다."
02483a9152c24291ab2b2e9048fa69a3,1.1815,남성,30,고졸 이하,서울,30-39,그 외 일반 영업원,2,3>4,3,5>5>5,4>4>4,5>5>5,3,5,1,1>2>14,27>34>29,56>57>58,27>34>1,1,3,2,0,8,요즘 AI 기술을 이용한 보이스피싱이나 딥페이크 같은 범죄가 기술이 발전할수록 더 교묘해져서 개인정보 유출이나 금전 피해로 이어질까 봐 위험합니다. 그리고 제가 사는 곳처럼 낡은 다세대주택이 밀집한 곳은 화재나 건물 노후화로 인한 사고 위험도 항상 마음에 걸립니다.
0d40f4b14f0541f3b2f43da4abf8f8e7,1.0558,남성,51,대학교 졸업,서울,50-59,기업 고위 임원,4,3>2,3,5>5>5,4>4>4,5>5>5,4,5,3,2>9>1,51>27>34,56>58>57,51>2>27,1,4,1,12,0,최근 인공지능 기술의 발달로 인한 딥페이크나 보이스피싱 등 사이버 범죄가 개인의 재산과 안전을 위협하는 새로운 형태의 재난으로 자리 잡고 있습니다. 또한 기후변화로 인한 도심의 열섬현상과 미세먼지 등은 장기적으로 시민의 건강을 저해하는 잠재적 위험요인이라고 생각합니다.
258a3dc1b8064669b786f0f4214a5a65,1.8749,남성,28,대학교 졸업,경기,19-29,무직,3,3>4,3,5>5>5,4>4>3,5>5>4,3,4,3,1>2>9,51>50>34,56>57>58,51>1>34,1,3,1,2,,AI 기술의 발전으로 인한 딥페이크 보이스피싱 등 신종 사이버 범죄가 심각한 사회적 위협이 될 것 같습니다. 또한 노후화된 주거 지역에서의 화재나 정전 등 생활 밀착형 안전사고도 우려됩니다.
2c8ade9f29c24a87b492a6f1b76c4fee,1.0558,남성,59,고졸 이하,서울,50-59,"전직 건물 경비원, 현재 구직중",2,2>3,3,5>5>5,4>4>4,5>5>5,4,5,1,2>14>1,34>27>29,56>57>58,34>27>2,1,3,2,,8,우리 동네처럼 오래된 다세대 주택이 밀집한 곳은 노후된 전기 설비나 가스 배관 때문에 화재가 날까 봐 항상 불안합니다. 그리고 요즘은 스마트폰을 이용한 보이스피싱 같은 범죄도 재난처럼 우리 일상을 크게 위협하고 있어서 정부에서 좀 더 엄격하게 관리해 줬으면 합니다.
e306afeaac8d47eb867cb30a1585d142,0.6476,여성,38,대학교 졸업,대구,30-39,일반 간호사,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,14>1>2,27>34>39,56>63>64,27>34>14,1,4,1,4,0,"기후 변화로 인한 폭염이 대구 지역 아이들과 노약자에게 미칠 건강 피해가 점점 커질 것 같습니다. 또한, 고령화와 의료 환경 변화 속에서 발생할 수 있는 신종 감염병이나 의료 안전 사고 같은 보건 위기 요인도 미리 지정해 관리할 필요가 있다고 봅니다."
179eff3229c54716a2dcdc38b6f2eb77,0.9102,남성,59,고졸 이하,충남,50-59,무직,2,2>3,3,4>4>4,3>3>3,4>4>4,3,4,2,1>2>9,34>35>29,56>57>58,1>34>35,1,3,2,0,8,요즘 날씨가 예전 같지 않고 태풍이나 폭우가 자주 발생해서 기상 재난이 가장 걱정됩니다. 또한 우리 당진처럼 산업 단지가 많은 곳은 화학 물질 누출이나 대형 화재 같은 사고가 언제 터질지 모른다는 불안감도 느끼고 있습니다.
a58bba35ceda43499dc75388edfe77e3,0.6423,여성,19,고졸 이하,전북,19-29,무직,2,4>3,3,4>4>4,3>3>3,4>4>4,3,4,2,9>2>1,27>42>29,56>57>60,27>9>42,1,4,2,,10,"기후 변화로 인한 폭염과 집중 호우 같은 이상 기후가 점점 심해져서 걱정돼요. 그리고 인터넷을 많이 사용하다 보니, 딥페이크나 보이스피싱 같은 새로운 유형의 사이버 범죄도 정부가 관리해야 할 위험요인이라고 생각해요."
ac26386aac46498492bd16ed50707390,0.8182,남성,48,대학교 졸업,충남,40-49,고무·플라스틱 기술자 및 연구원,2,2>3,3,5>5>4,4>4>3,5>5>4,3,5,2,1>2>9,34>40>35,63>56>57,34>63>40,1,3,2,,10,"공장 설비의 노후화로 인한 예기치 못한 사고나, 제조 공정에서 사용하는 새로운 화학 물질로 인한 건강상의 잠재적 위험들이 미리 관리되었으면 합니다."
fccaf171086549e7ada7525be434eefa,0.9544,남성,52,대학교 졸업,부산,50-59,경호원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>13,34>54>51,56>57>58,34>1>54,1,3,2,,15,"급격한 기술 발전으로 인한 딥페이크나 AI 보이스피싱 같은 첨단 사기 범죄, 그리고 서면 같은 번화가의 노후화된 시설물에서 발생할 수 있는 대형 화재 사고가 잠재적 위험요인이라고 생각합니다."
62070a73e4004ab4804d69eaab03bdbf,0.5275,여성,42,고졸 이하,광주,40-49,무직,2,2>3,3,5>5>5,4>4>4,4>4>4,3,4,2,1>2>13,27>29>34,56>57>64,27>34>1,1,3,2,,3,"최근 뉴스에서 많이 보는 보이스피싱 같은 범죄 수법이 점차 정교해져서 걸러내기 어려워 보이는 점이 걱정되고, 아이들이 먹는 가공식품에 포함된 미세 플라스틱이나 화학 물질 같은 눈에 보이지 않는 위해 요소들이 위험해 보입니다."
27dad1c2126345c886319075e87ffbdf,1.0558,남성,51,고졸 이하,서울,50-59,지게차 운전원,2,2>3,3,4>5>5,3>4>4,4>4>5,3,5,2,1>2>9,27>34>29,63>56>57,63>27>1,1,3,2,,7,최근 날씨가 너무 이상해서 예측하기 힘든 태풍이나 국지성 호우가 자주 발생하는 게 위험해 보입니다. 또한 도심의 오래된 지하철이나 도로 같은 기반시설이 노후화되어 사고가 날 가능성도 있는 것 같습니다.
b4e81aaeb62147ca928cfea17b5b3d42,0.5118,남성,59,고졸 이하,충북,50-59,건물 경비원,2,2>1,3,5>5>5,4>4>4,5>5>5,2,4,2,1>2>9,34>27>35,56>57>68,34>1>27,1,3,1,4,,우리 아파트가 건립된 지 오래되어 전기 설비 노후화로 인한 화재나 가스 누출 사고가 제일 걱정됩니다. 또한 층간소음이나 고립된 거주민의 안전을 빨리 파악할 수 있는 기술이 필요하다고 생각합니다.
ca68e94114184577a06075c41c47101a,1.8155,남성,46,대학교 졸업,경기,40-49,전기 용접원,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,34>35>47,63>57>56,34>1>63,1,4,1,1,,"전기 차나 대용량 배터리 화재 같은 새로운 유형의 사고가 늘고 있는데, 이걸 끄는 특수 소방 기술이나 장비가 아직 부족한 것 같아 걱정입니다. 또한 갑작스러운 폭우로 인한 아파트 지하 공간 침수 사고도 인공지능 등을 활용해 미리 예방할 수 있으면 좋겠습니다."
0263b53e09a840379132df7c482cceb4,0.8569,남성,43,고졸 이하,부산,40-49,웹 운영자,2,3>2,3,5>5>4,3>3>3,4>4>4,3,4,2,1>13>2,51>34>50,56>57>58,1>51>13,1,3,2,0,1,"기후 변화로 인해 예측하기 힘든 집중호우가 우리 동네 산비탈이나 골짜기를 위협할 것 같아 걱정됩니다. 또한, 인터넷과 스마트폰을 이용한 생활이 필수가 되면서 고령층을 겨냥한 정교한 사이버 범죄가 더 큰 사회적 문제가 될 것 같습니다."
7f66e715183d496e904644727f485373,0.2780,여성,39,대학교 졸업,제주,30-39,철도운송 관련 종사원,2,2>3,3,4>5>4,3>3>3,4>4>4,3,4,2,1>4>2,31>27>29,61>57>56,1>31>61,1,3,2,0,1,"최근 날씨가 너무 변덕스러워서 예측하기 힘든 기상 이변이 걱정되고, 아이들이 스마트폰을 많이 사용하다 보니 사이버 범죄나 가상세계에서의 안전 사고 같은 눈에 보이지 않는 위험도 커지는 것 같아요."
1daed62b0fb1492ab244f19485d85c5d,0.8470,남성,44,대학교 졸업,충북,40-49,산업 안전원,2,2>3,3,4>4>5,3>4>4,4>5>5,3,4,2,13>1>2,38>34>27,63>57>56,63>38>34,1,4,1,15,0,"최근 날씨가 예전 같지 않고 갑작스러운 호우나 폭염이 잦아져서, 이런 기상 이변으로 인한 산사태나 농작물 피해 같은 게 시골에서는 큰 위험요인이 될 수 있다고 봅니다. 또한 우리 마을처럼 고령자가 많은 지역에서는 혼자 사신 어르신들이 갑작스러운 재난 상황에 대처하지 못해 사고로 이어지는 것도 정부가 미리 챙겨야 할 문제라고 생각합니다."
94385bc922014160824c9bcd97a593d5,0.5275,여성,47,대학교 졸업,광주,40-49,범용 소프트웨어 프로그래머,2,3>2,3,5>5>4,4>4>3,4>5>4,2,4,2,1>13>9,51>27>34,56>58>57,51>1>34,1,4,1,4,,"AI 기술의 발달로 인한 딥페이크나 보이스피싱 등 사이버 범죄가 심각한 사회재난이 될 것 같습니다. 또한 노후화된 주거지역에서의 화재 위험이나, 극심한 기후변화로 인한 폭염 피해도 점차 커질 것으로 생각됩니다."
a1b6911fe7524dfcb5c748e33e2345af,0.8569,남성,41,대학교 졸업,부산,40-49,금속절곡기 조작원,2,3>2,3,5>5>4,4>4>4,5>5>5,3,5,1,1>13>2,27>29>34,63>57>56,63>1>29,1,4,1,4,0,"노후화된 공장 시설에서의 화재 사고 위험과, 가족을 노리는 보이스피싱 같은 사이버 범죄가 새로운 재난 위험요인이라고 생각합니다. 특히 익숙함에 속아 안전 수칙을 지키지 않는 것이 가장 큰 위험인 것 같습니다."
51dc0d84557e4637bfd8890a8eba7809,0.8518,남성,64,고졸 이하,경북,60-69,운송장비 청소원,1,2>1,3,4>4>5,3>3>3,4>4>4,3,4,1,1>2>13,29>34>35,63>57>58,1>29>34,1,3,1,7,0,"지구 온난화로 인해 여름철 폭염이 갈수록 심해져서 야외에서 일하는 사람들이 위험한 상황이 생길 것 같습니다. 또, 농촌 지역이라 노인들이 혼자 지내는 경우가 많아 응급 상황에 대처하기 힘든 점도 큰 위험 요인이라고 생각합니다."
7e824f0732494d46aa9a57ffb35db7ef,0.7338,여성,52,고졸 이하,울산,50-59,그 외 미용 관련 서비스 종사원,2,2>3,3,5>5>4,4>4>4,4>4>5,3,4,2,1>2>9,34>27>29,56>57>58,34>1>27,1,3,2,,8,"요즘 날씨가 이상해서 예전에는 없던 국지성 집중호우가 자주 오는데, 오래된 하수도 시설로 인한 도시 침수가 잠재적 위험인 것 같습니다. 또한 1인 가구가 많아지는데 혼자 살다가 응급 상황이 발생했을 때를 대비한 모니터링 시스템도 재난으로 관리해야 한다고 생각합니다."
1f05ffeb201d450592d86d449aad5011,1.1381,여성,45,대학교 졸업,경남,40-49,자동 조립라인 조작원,2,2>4,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,34>35>27,63>56>57,34>1>63,1,3,2,0,8,날씨가 점점 더 이상해져서 예전엔 없던 큰 태풍이나 집중 호우가 갑자기 쳐서 큰 피해를 입지 않을까 하는 게 제일 걱정됩니다. 그리고 우리 동네 주변이 공장 단지라 혹시라도 가스가 새거나 화학 물질 사고가 터지면 어떻게 대처해야 할지 모른 것 같아 불안합니다.
547878e6b3e441c4b8ade1b7d20f56bd,0.6819,남성,64,고졸 이하,강원,60-69,주방장,2,2>3,3,4>4>4,4>4>4,4>4>4,3,4,2,2>1>13,34>27>29,64>57>56,34>2>64,1,4,1,4,0,"최근 여름철에 날씨가 너무 더워져서 야외 작업을 하다가 쓰러지는 사람들이 많은데, 이런 폭염이 점점 심해져서 큰 재난이 될 것 같습니다. 또한 갑자기 쏟아지는 국지성 호우로 인한 도시 침수도 걱정됩니다."
e988dca3de5f4504815b60c52026fdce,0.8891,남성,41,대학교 졸업,전남,40-49,매장 정리원,2,2>3,3,4>4>4,3>3>3,4>4>4,3,4,2,1>2>20,27>34>29,56>57>61,1>27>34,1,3,2,0,1,요즘 기후 변화로 인해 예전보다 훨씬 강한 태풍이나 폭우가 목포를 덮칠까 봐 걱정됩니다. 그리고 일하는 대형 마트에 갑자기 사람이 너무 많이 몰리거나 화재가 발생하면 대처하기 힘들 것 같아서 그런 대형 사고도 위험한 요인이라고 생각합니다.
76d187949dfe4b9d9e28c2eaf29446da,1.0558,남성,50,대학교 졸업,서울,50-59,무직,2,3>2,3,5>5>5,4>4>4,5>5>5,3,5,2,2>1>9,27>34>29,56>68>57,2>27>34,1,4,1,4,0,기후변화로 인한 도시 열섬현상과 예측 불가능한 국지성 집중호우가 앞으로 우리 일상에 닥칠 가장 큰 잠재적 위험요인이라고 생각합니다. 또한 초고령 사회로 진입하면서 독거 노인이나 안전 취약계층이 겪게 될 일상적 사고와 응급 상황에 대한 사회적 대응 체계도 재난 차원에서 새롭게 정의되어야 합니다.
b028556e39814a6a824fb9b7b56df301,0.9928,여성,53,대학교 졸업,부산,50-59,무직,2,2>3,3,4>5>5,3>3>4,4>5>5,2,4,2,1>13>9,27>34>29,57>56>60,1>27>34,1,3,2,,8,"요즘 스마트폰으로 오는 보이스피싱이나 금융 사기가 기술이 발전할수록 더 교묘해져서 걱정스럽고, 여름철 폭염이 갈수록 심해져서 혼자 사는 사람들이 건강을 잃는 일도 큰 위험요인이 될 것 같습니다."
ebf5ea53f00847f59940ddab05d73693,1.5626,남성,19,고졸 이하,서울,19-29,무직,2,3>4,3,4>5>5,4>4>4,4>5>5,3,4,2,1>2>9,27>34>29,56>57>58,27>1>34,1,4,1,4,0,AI 기술 발전에 따른 딥페이크 보이스피싱 등 신종 사이버 범죄가 개인의 안전과 사회적 신뢰를 위협할 수 있다고 생각합니다. 또한 고령화 사회로 접어들면서 의료 및 돌봄 시스템의 과부하로 인한 안전사고 위험도 커질 것 같습니다.
49b5baf06bab4be48f14bf808b2b4423,1.7323,남성,56,대학교 졸업,경기,50-59,산업 안전원,3,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>13>3,34>35>27,63>56>57,34>63>1,1,4,1,2,0,"김포시는 개발이 빨라 새로운 건물이 많지만, 그 사이에 오래된 공장이나 상가 시설에서 전기나 가스 노후화로 인한 화재가 날까 봐 항상 걱정합니다. 또한 최근 들어 갑자기 쏟아지는 폭우로 인한 하천 범람이나 도로 침수 같은 홍수 피해도 점점 더 위험하게 느껴집니다."
7775c3357a894a8492f23b11dea9b5be,0.5223,여성,64,고졸 이하,대전,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,5,2,2>1>9,34>27>29,56>68>57,34>2>27,1,4,2,,1,요즘 날씨가 너무 이상해서 갑자기 쏟아지는 비 때문에 우리 동네 오래된 골목길이 침수될까 봐 걱정돼요. 그리고 혼자 사는 어르신들이 많은데 무더위나 추위 같은 기상 재난에 혼자 대처하기 힘들어서 위험하지 않을까 싶어요.
00c8188d86704726b5b5fb77695b6513,0.5354,여성,34,대학교 졸업,강원,30-39,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,4,1,13>2>5,33>27>29,58>64>57,13>33>2,1,4,2,0,3,"최근 기상이변으로 인해 여름철에 짧은 시간 동안 많은 비가 내려 산사태나 계곡 범람이 발생할 가능성이 크다고 느껴집니다. 또한 우리 동네는 산이 가까워 멧돼지 등 야생동물 출몰이 잦은데, 이로 인한 인명 피해도 재난급으로 관리가 필요하다고 생각합니다."
d417dc52882b4a74b73a05f27fdec010,0.7090,남성,69,고졸 이하,전북,60-69,무직,2,2>3,3,5>5>4,4>4>4,5>5>4,3,4,2,1>2>13,27>34>29,56>57>58,27>1>34,1,4,1,4,,"요즘은 날씨가 너무 덥거나 비가 갑자기 쏟아져서 걷기도 힘들고, 집중호우 때는 산이나 골목길이 무너질까 봐 겁이 납니다. 그리고 요즘은 전화기로 돈을 빼가는 사기도 너무 교묘해서 우리 같은 노인들이 당하지 않을까 늘 조심하고 있습니다."
fc23040ff2e14256917838b120ec1e7a,1.0229,남성,37,대학교 졸업,경북,30-39,경영 기획 사무원,2,3>2,3,4>5>4,3>4>3,4>5>4,3,4,2,14>1>2,27>51>50,56>57>63,14>27>51,1,3,2,,3,"최근 인공지능을 이용한 보이스피싱이나 딥페이크 기술 같은 범죄가 일반인이 대비하기 어려운 수준으로 발전하고 있어 위험합니다. 또한, 산업 단지가 있는 지역 특성상 미세먼지나 유해 화학 물질 누출 같은 환경적 위험도 항상 마음 한구석에 걸려 있습니다."
feb560dd7de34bfbb86a86ab85be48a2,0.4427,남성,59,대학교 졸업,대전,50-59,총무 사무원,2,2>3,3,4>5>4,3>3>3,4>4>4,2,4,2,1>2>9,27>34>51,56>57>58,27>1>34,1,4,1,4,,고령으로 혼자 살다 보니 집 안에서 넘어지거나 갑작스러운 병이 발생했을 때 이를 감지하고 대처하는 기술이 필요하다고 생각합니다. 또한 요즘 같은 정보화 시대에 노년층을 겨냥한 보이스피싱 같은 사이버 범죄도 심각한 위험요인이라고 봅니다.
0f8733fab69f4f7a8cb5c98d1c177b94,0.1442,여성,64,고졸 이하,세종,60-69,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>9,34>35>27,56>57>68,34>1>35,1,4,1,12,,"날씨가 점점 더 무서워져서 여름의 폭염이나 갑작스러운 호우로 인한 사고가 더 잦아질 것 같아 걱정됩니다. 그리고 혼자 사는 노인들이 많아지는데, 집안에서 갑자기 쓰러지거나 하는 응급 상황을 밖에서 알 수 없는 것이 큰 위험인 것 같습니다."
9184988f392d4f5cb3688ac0df6e825f,0.7720,여성,26,대학교 졸업,충남,19-29,자동 재단기 조작원,2,3>4,3,5>5>4,4>4>3,5>5>4,4,5,2,1>2>14,34>27>35,63>56>57,34>27>63,1,4,2,0,7,최근 AI 기술 발달로 인한 보이스피싱이나 딥페이크 같은 범죄가 점점 정교해져서 사회적 위협이 될 것 같습니다. 또한 기후 변화로 인해 예상치 못한 태풍이나 홍수가 도심에서 발생할 때 대처하기 어려울 수도 있다고 생각합니다.
90e8dddd3a254870bb90550a838bdeec,0.2234,남성,51,대학교 졸업,세종,50-59,철도 기관사,3,2>3,3,5>5>5,4>4>4,5>5>5,4,5,1,2>1>14,31>29>34,56>57>63,31>2>29,1,4,1,1,0,"철도 신호 및 통신 체계에 대한 사이버 테러와 노후화된 인프라로 인한 사고, 그리고 기후 변화로 인한 집중호우 등 예측 불가능한 기상 재해가 잠재적 위험요인이라고 생각합니다."
b320398b9c6e4eef96bbc081be9bba80,0.7730,남성,39,대학교 졸업,충북,30-39,그 외 시멘트 및 광물제품 제조기 조작원,2,2>3,3,5>5>4,4>4>4,5>4>4,3,5,2,13>2>1,34>36>38,63>57>56,34>13>63,1,3,2,,3,"요즘 같은 기상이변 때는 갑자기 쏟아지는 비로 인한 산사태나 하천 범람이 위험해 보입니다. 또한 공장에서 스마트 팩토리 시스템을 도입하는데, 사이버 공격이나 전산 오류로 인해 설비가 통제 불능이 되는 사고도 새로운 위험 요인이 될 것 같습니다."
4de7707c480947d6b3fa3d8e109ed20f,1.7742,여성,64,고졸 이하,경기,60-69,스포츠 강사 및 트레이너,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>13>9,27>34>29,58>56>68,27>1>34,1,4,1,4,,갑자기 기후가 변해서 폭우가 쏟아지거나 무더위가 심해지는 날씨가 어르신들 건강에 가장 위협적인 것 같습니다. 그리고 등산할 때 조난 사고 같은 것도 기술로 더 잘 예방했으면 합니다.
54591353c6d245faac3f88623621593d,0.9048,남성,47,대학교 졸업,경남,40-49,"전직 생산관리 사무원, 현재 구직중",2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>13>2,34>38>29,56>63>57,34>1>29,1,3,2,,8,"디지털 기술의 발달로 인해 보이스피싱 등 지능형 범죄가 점점 더 정교해져 일상생활에서의 피해가 걱정되며, 산업단지 내 노후화된 설비들이 사고를 일으킬 가능성도 커 보입니다."
ad441767acef4afe91e13828ca05416f,1.6703,여성,37,대학교 졸업,경기,30-39,무직,2,2>3,3,5>5>5,4>4>4,5>5>5,3,5,2,1>2>9,27>34>39,56>64>57,27>34>1,1,4,1,4,0,"요즘 많이 쓰는 에어프라이어나 생활 가전제품으로 인한 가정 내 화재 사고가 점점 늘어나는 것 같아 위험하고, 아이들이 먹는 가공식품에 포함된 미세 플라스틱이나 알 수 없는 유해 물질 같은 새로운 환경 재난도 걱정됩니다."
b09d65373dc44ebf925c9d8342b5cc3a,0.9928,여성,56,고졸 이하,부산,50-59,무직,2,2>1,3,5>5>5,4>4>4,5>5>5,3,4,2,1>2>13,27>34>29,56>57>64,1>27>34,1,3,2,0,1,요즘 날씨가 너무 변덕스러워서 갑자기 쏟아지는 폭우나 예전엔 없던 무더위 같은 게 걱정됩니다. 그리고 우리 동네도 아파트가 낡아가는데 화재나 시설 노후화에 대한 안전 점검이 꼼꼼히 이루어졌으면 좋겠습니다.
46a2c0dce785445cb057d7fe945a111e,0.8569,남성,40,대학교 졸업,부산,40-49,사탕·껌 및 초콜릿 제품 기계 조작원,2,3>2,3,5>5>5,4>4>4,4>4>4,3,5,1,1>14>2,34>35>27,63>57>56,34>1>63,1,3,2,,1,"최근 공장 자동화가 많이 도입되고 있는데, 복잡한 시스템 오류로 인해 대형 사고가 발생하거나 육안으로 확인하기 힘든 고장이 잠재적인 위험요인이 될 수 있다고 생각합니다. 또한 해안가 지역 특성상 기후 변화로 태풍이 더 강해질 경우 도시 전체의 전기나 통신 시설이 마비되는 신종 재난도 우려됩니다."
5aad60fc03b946e7ae3836d1fcf3152a,0.4486,남성,69,고졸 이하,광주,60-69,택배원,2,2>1,3,5>5>5,4>4>3,5>5>5,3,4,2,1>2>13,29>34>27,56>57>63,29>1>34,1,3,2,,7,"요즘 날씨가 너무 변덕스러워서 장마철에 좁은 골목길이 물에 잠기거나 산사태 날까 봐 걱정입니다. 그리고 배달 오토바이나 전동 킥보드 같은 것들이 너무 많이 돌아다니는데, 시속 위반하다가 사람 치는 큰 사고가 날 것 같아 위험합니다."
