uuid,weight,sex,age,edu,region,age_band,occupation,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
79a27d7c003440798a7950b1f5cb7f46,0.9608,여성,61,고졸 이하,충북,60-69,"전직 건물 청소원, 현재 구직중",4,4,8,9>1>13,34>42>27,56>58>68,34>9>56,1>2,2
fe7b3ee78c5e40058213e268aba6f6f1,0.6041,여성,19,고졸 이하,충북,19-29,무직,3,4,6,9>1>11,34>27>29,56>57>64,34>29>9,1>4,2
94185222d4e74cbba5c41bd00c467995,0.8182,남성,46,대학교 졸업,충남,40-49,그 외 기계공학 기술자 및 연구원,4,4,1,1>2>9,34>35>29,61>60>58,1>34>29,1>2,2
6abf434a7c3a487d97b4614283fbd531,0.9701,여성,59,고졸 이하,충북,50-59,단말기 및 통신 서비스 판매원,4,4,8,1>2>9,34>51>29,56>67>68,34>51>1,1>4,2
b303548092494e9ab175b058cb1a58bd,0.7387,남성,23,고졸 이하,충북,19-29,호송 경비원,4,4,8,9>2>1,34>29>42,56>57>67,34>29>56,1>2,2
badbf7e3a5544955a62aa7ad2c76c877,0.7810,여성,45,고졸 이하,충북,40-49,무직,4,4,2,1>2>9,34>35>27,57>64>68,34>1>27,1>2,2
dd9dd6d4f0b8488388edc62134ee11dd,0.7730,남성,30,대학원 졸업,충북,30-39,생산관리 사무원,4,4,8,9>2>11,34>39>29,57>56>63,34>29>57,1>2,2
6a3d3501d6744c0682e7dd2fbdfd2023,0.9102,남성,56,대학교 졸업,충남,50-59,무직,4,4,7,1>2>9,34>42>27,57>58>68,1>34>57,1>2,2
f628208a4a4b4dfaa5bb8ddd87b272c0,0.5118,남성,53,고졸 이하,충북,50-59,시설 경비원,4,4,7,9>2>1,34>35>29,57>56>58,34>29>9,1>3,2
b320398b9c6e4eef96bbc081be9bba80,0.7730,남성,39,대학교 졸업,충북,30-39,그 외 시멘트 및 광물제품 제조기 조작원,4,4,6,9>1>13,42>34>38,63>57>58,63>9>34,1>2,1
a4b16251dce74400b8669a1c99e3d12a,0.8341,여성,38,대학교 졸업,충남,30-39,경리 사무원,4,4,1,1>2>9,27>34>29,57>56>68,1>34>27,1>2,2
9184988f392d4f5cb3688ac0df6e825f,0.7720,여성,26,대학교 졸업,충남,19-29,자동 재단기 조작원,4,4,6,9>1>5,34>29>46,63>56>57,63>34>29,1>2,2
dde08991339f4403b8e06ed4664d2408,0.8341,여성,35,대학교 졸업,충남,30-39,무직,4,4,8,9>1>2,34>42>27,56>67>68,34>56>42,1>2,2
06dbaec02e084a64a46105137fa8f3b7,0.6625,남성,37,대학교 졸업,전북,30-39,무직,3,4,3,1>9>14,34>27>29,56>68>57,34>1>14,1>2,2
8e298d5aeab8412f8c9137aa2e1f75ef,0.6625,남성,36,대학교 졸업,전북,30-39,무직,4,4,3,2>1>9,27>34>42,68>57>56,27>2>68,1>3,2
dd4696bbb80944a1b82a1235055b1d63,1.0781,여성,40,대학원 졸업,충남,40-49,무직,5,4,8,9>1>2,34>38>46,56>57>68,34>9>46,1>3,4
06a72169b4234a348b7c87535877e30e,1.0781,여성,42,고졸 이하,충남,40-49,건물 청소원,3,4,8,1>2>9,34>29>27,56>57>63,34>1>29,1>2,2
0d86b6f2684745518fe31bcc3dbc91a0,1.7154,여성,59,고졸 이하,경기,50-59,무직,4,4,5,9>11>1,34>27>29,56>57>67,34>9>27,1>2,2
56e64653b9eb4ff688d599b074128148,0.8471,남성,64,고졸 이하,충남,60-69,그 외 하역 및 적재 단순 종사원,4,4,2,1>9>2,29>34>35,63>62>68,1>29>63,1>2,2
f6685e06388347298df867d800df5b46,0.8471,남성,66,고졸 이하,충남,60-69,무직,4,4,8,1>9>2,34>39>35,56>57>58,1>34>9,1>2,2
8ecfc3db5d844152a87ab1098cd82987,0.7607,남성,57,대학원 졸업,전북,50-59,무직,5,4,5,13>1>15,46>34>35,56>63>57,46>34>13,1>2,2
b18611f83c2647e8a45d0b3659e0c008,0.8471,남성,61,고졸 이하,충남,60-69,하역 및 적재 관련 단순 종사원,4,4,6,2>9>5,34>46>29,63>58>57,63>34>2,1>2,2
e3d335e0bb154ff79c1274aa429fde51,0.9608,여성,66,고졸 이하,충북,60-69,무직,4,4,2,1>9>2,34>27>29,62>68>57,1>34>62,1>2,2
ac26386aac46498492bd16ed50707390,0.8182,남성,48,대학교 졸업,충남,40-49,고무·플라스틱 기술자 및 연구원,4,4,6,1>9>2,34>29>38,63>56>57,34>1>29,1>3,2
acf6c2dbab9e47b6a785ed7b55dd511c,1.7663,남성,60,고졸 이하,경기,60-69,무직,4,4,8,1>9>2,34>29>35,56>57>58,34>1>29,1>2,2
bfd2d01273414ac4b37abbb5dee5d6a7,0.7067,여성,45,고졸 이하,강원,40-49,음료 서비스 종사원,4,4,10,13>2>5,34>29>35,57>58>63,13>34>29,1>2,2
a05d49652211451396d7cd3fdad29a48,0.6606,남성,68,고졸 이하,충북,60-69,무직,4,4,8,2>9>5,34>27>42,58>56>57,34>2>27,1>2,2
5ee4e6fa819f44339f1315e3f21ea3d7,1.2104,여성,51,대학교 졸업,충남,50-59,커피 및 차류 제조기 조작원,4,4,6,1>9>13,34>35>29,63>56>58,34>1>63,1>2,2
f5c21cdaa4e64f41bf720783b7e99d74,0.7090,남성,63,고졸 이하,전북,60-69,무직,4,4,3,14>2>9,34>27>29,58>56>68,34>14>58,1>4,2
62b44232635a407f956226f8b48d6e56,0.7917,여성,40,대학교 졸업,전남,40-49,무직,5,4,8,1>9>2,34>46>29,56>57>67,34>1>29,1>2,2
53195744d497422b8ecda5f39647cb8e,0.8230,여성,44,고졸 이하,전북,40-49,한식 조리사,4,4,3,13>1>9,34>27>29,64>57>58,34>13>29,1>3,2
f8775238401b4038912ca22cb5a9f0ea,0.7247,남성,25,고졸 이하,전남,19-29,그 외 건축 마감 관련 기능 종사원,4,4,6,1>9>2,34>42>29,63>57>56,63>34>1,1>2,2
1f09732a6e5041bcbe93008b625bcd6a,0.7247,남성,23,대학교 졸업,전남,19-29,생산관리 사무원,4,4,6,1>2>9,34>27>38,63>56>57,34>1>63,1>2,2
761427a215054baab31b4c1ae1ae1a36,0.6911,여성,58,고졸 이하,전남,50-59,농업 단순 종사원,4,4,1,1>2>13,27>33>29,62>57>68,1>62>2,1>2,2
722eeac8c1494732971261354776ac82,0.7607,남성,55,대학교 졸업,전북,50-59,경영 기획 사무원,3,4,3,1>14>9,34>29>27,63>62>57,1>34>29,1>2,2
0f7c91b5d7954b4da4538951588fe3a7,0.7067,여성,59,고졸 이하,전북,50-59,경리 사무원,4,4,3,1>9>2,27>29>34,56>57>68,14>34>27,1>3,2
e988dca3de5f4504815b60c52026fdce,0.8891,남성,41,대학교 졸업,전남,40-49,매장 정리원,4,4,1,1>2>9,34>27>29,56>57>63,1>34>9,1>2,2
ae070770fcc148d1b8fe1e5de2de2e52,0.7022,여성,68,고졸 이하,전북,60-69,무직,3,4,1,1>9>2,27>34>29,68>57>64,1>34>68,1>2,2
446daa68365e4791a92cad13de84a8d4,0.7396,여성,65,고졸 이하,전남,60-69,그 외 공예원,3,4,1,1>3>9,34>35>29,57>68>58,1>34>3,1>2,2
6f8c23b462c24dc9974e5c59d0cd03a1,1.0229,남성,39,고졸 이하,경북,30-39,유리 관련 기능 종사원,3,4,6,9>1>5,34>29>35,63>58>57,63>9>29,1>2,2
5507bf5e29064bb683f68fe00aee5733,0.7923,남성,62,고졸 이하,전남,60-69,무직,3,4,1,1>2>9,34>35>29,58>57>68,1>34>2,1>2,2
92030733936045ada02b2d97998436d3,1.2857,남성,40,대학교 졸업,경북,40-49,중형 화물차 운전원,4,4,4,5>13>1,29>34>35,63>57>58,29>5>34,1>2,2
40fdb7ea645c472283e188754574bacb,0.8300,남성,53,대학교 졸업,경북,50-59,무직,4,4,1,1>9>5,34>35>42,58>57>67,34>1>58,1>2,2
922c9150558f4938bcc682c47df7cab9,0.8300,남성,59,고졸 이하,경북,50-59,금형원,4,4,8,9>1>2,34>42>29,63>56>57,34>63>9,1>2,2
662feb8bb4544b5a9324517252790e26,0.8518,남성,66,대학원 졸업,경북,60-69,금속공학 기술자 및 연구원,4,4,6,14>1>2,35>36>34,63>57>68,14>35>63,1>2,1
46fc776c2bee459a94bf3ca9f58d4e26,0.8518,남성,62,고졸 이하,경북,60-69,노점 및 이동 판매원,4,4,6,1>2>9,34>27>29,57>58>56,34>1>29,1>2,2
ee118d18a2e64c67bfee6dd133031df8,0.5902,여성,42,대학교 졸업,경북,40-49,조사 전문가,5,4,7,1>9>14,27>34>42,67>64>57,34>14>27,1>3,2
e404a932bcce41d8b09beaa5f65bea66,0.5902,여성,49,고졸 이하,경북,40-49,간호조무사,4,4,8,9>1>2,34>29>27,57>67>63,9>34>29,1>2,2
41414940c6a64546893f29ac1e395e19,0.5902,여성,48,대학교 졸업,경북,40-49,전기 감리 기술자 및 연구원,5,4,8,9>1>2,47>34>46,57>56>63,34>47>57,1>2,2
e08561c8f990474ea680adfbb76e9784,0.8301,여성,62,고졸 이하,경북,60-69,무직,4,4,8,9>1>10,34>42>27,68>57>56,34>9>68,1>2,2
3b51759ec18b4af5a999aa088dab20c1,1.3315,남성,27,고졸 이하,경남,19-29,건물 경비원,4,4,1,1>2>9,34>35>27,56>57>68,1>34>56,1>2,2
14320f204a18444f8239b86938ee5c32,0.5902,여성,43,고졸 이하,경북,40-49,그 외 금속 공작 기계 조작원,3,4,6,1>9>2,34>35>27,63>56>57,63>34>1,1>2,2
a357d7bd25e4460f86e772269da4060a,1.0884,남성,56,고졸 이하,경남,50-59,상품 기획자,4,4,1,1>3>9,29>34>27,57>56>58,1>29>34,1>2,2
f5e01b1f46d2487d81ea8227f53f76aa,1.0884,남성,55,대학교 졸업,경남,50-59,배전반 조작원,4,4,6,1>13>9,34>35>46,63>57>64,34>1>63,1>2,2
95757ad41ad7436e8809126b80357379,0.9968,남성,62,고졸 이하,경남,60-69,단조원,4,4,6,1>9>2,34>35>30,63>57>68,63>1>34,1>2,2
9c03d2a8463c41a6909118d6122a274d,0.9048,남성,40,고졸 이하,경남,40-49,건물 경비원,4,4,8,1>2>9,34>35>29,56>57>60,34>1>56,1>2,2
3e03791d634846f48c019f50461e8bf8,1.1732,여성,33,고졸 이하,경남,30-39,계기 검침원,4,4,2,2>9>1,39>34>29,56>57>58,39>2>34,1>2,2
cec57e98d75747e99d7c732dcbbd3f4f,1.1381,여성,44,대학교 졸업,경남,40-49,출판 및 자료편집 사무원,4,4,1,1>2>9,34>27>29,61>58>60,1>34>29,1>3,2
1f05ffeb201d450592d86d449aad5011,1.1381,여성,45,대학교 졸업,경남,40-49,자동 조립라인 조작원,3,4,6,1>2>9,34>29>27,63>57>64,34>1>29,1>2,2
59e2aae48fa3414f8a81bd5b8b22e6ef,0.9968,남성,67,고졸 이하,경남,60-69,하역 및 적재 관련 단순 종사원,3,4,6,1>9>2,34>29>35,63>57>68,34>63>1,1>2,2
3d455c7388604ab5833582a1dd2a3023,1.0423,여성,56,대학교 졸업,경남,50-59,일반 간호사,4,4,6,1>9>2,27>34>29,56>68>57,27>34>1,1>4,2
b6d0fa983f4f42e19df7384d70579d6e,1.0423,여성,57,고졸 이하,경남,50-59,그 외 고객 상담 사무원,4,4,8,1>9>2,34>27>29,56>57>67,34>1>27,1>3,2
54591353c6d245faac3f88623621593d,0.9048,남성,47,대학교 졸업,경남,40-49,"전직 생산관리 사무원, 현재 구직중",4,4,6,1>9>13,42>27>34,56>58>57,42>1>34,1>2,2
cf49b7aad2ec4bafb9b4761fc8191e78,0.9942,여성,66,고졸 이하,경남,60-69,무직,4,4,1,1>9>2,27>34>42,56>68>58,1>34>9,1>3,2
958f050f2cae4944824c458d1248d8b5,0.9942,여성,69,고졸 이하,경남,60-69,건물 청소원,4,4,7,1>9>13,27>34>35,56>58>68,1>34>27,1>2,2
8ee8ea7d61904b9ab6ce80611cd504e4,0.2864,남성,19,고졸 이하,제주,19-29,무직,3,4,1,1>9>21,29>51>34,61>58>56,1>29>9,1>2,2
95e713df7e0447879949634b7e49756b,0.9942,여성,62,고졸 이하,경남,60-69,무직,4,4,1,13>2>9,27>33>34,68>62>58,13>27>68,1>2,2
f7467443da7040a38b0a71919767c62b,0.7717,여성,58,고졸 이하,경북,50-59,무직,3,4,7,1>9>2,34>40>29,56>57>58,34>1>9,1>2,2
6ea91a94be0d4bbba3f69053e43dbf69,1.3474,남성,37,대학교 졸업,경남,30-39,금속공학 기술자 및 연구원,4,4,1,1>2>22,34>29>35,63>58>57,1>34>63,1>3,2
78793a901a0e48adbe01c3f8d64a94c9,0.3525,여성,60,고졸 이하,제주,60-69,무직,4,4,1,1>2>4,34>29>42,68>58>56,1>34>29,1>2,2
f016ef933a5c4db3b929fc471d592f49,0.1912,남성,34,대학교 졸업,제주,30-39,교육 및 훈련 사무원,4,4,1,1>13>9,29>34>27,61>62>68,1>61>29,1>4,2
f2174cbe3ed1488085512360713e76a8,0.1912,남성,36,대학교 졸업,제주,30-39,플랜트공학 기술자 및 연구원,4,4,1,1>2>4,35>34>47,63>57>61,1>63>35,1>2,2
c6b9bd069d7e4d1db6fb6062b9441bb0,0.3740,여성,41,대학교 졸업,제주,40-49,무직,4,4,1,1>4>5,27>34>42,68>57>64,1>27>34,1>3,2
1df0681b0b4e46ee8b6aa9a146b76a2e,1.1815,남성,32,대학교 졸업,서울,30-39,지게차 운전원,4,4,7,9>2>1,34>29>32,63>56>57,63>34>29,1>2,2
eb0b98ac57de40c5a36dffd0e6b43d06,0.5007,여성,24,대학교 졸업,제주,19-29,청원경찰,4,4,7,1>23>9,34>51>29,56>57>67,1>34>67,1>4,2
91de655f2b4c470099f8a5c9ad3973c3,0.1912,남성,38,고졸 이하,제주,30-39,전화 상담원,3,4,7,1>4>2,34>29>27,56>57>58,1>34>29,1>2,2
ebf5ea53f00847f59940ddab05d73693,1.5626,남성,19,고졸 이하,서울,19-29,무직,4,4,8,9>2>11,34>27>29,56>57>67,34>9>27,1>2,2
793874e2810d4d9fa449acbdf155f102,1.1815,남성,34,대학교 졸업,서울,30-39,철도운송 관련 종사원,4,4,7,9>2>13,31>29>46,57>56>58,31>29>9,1>3,2
68a896b7c8b24fa1bc380693210ee3ea,1.1381,여성,48,고졸 이하,경남,40-49,무직,4,4,8,1>2>9,34>29>35,57>56>68,1>34>29,1>2,2
76100767f6f344459a18c06b5f773e0c,1.5626,남성,27,고졸 이하,서울,19-29,웹 운영자,4,4,8,13>9>2,34>51>29,56>58>57,34>29>13,1>3,2
8e1dadc6088b46aabcd48c185ee0664a,0.4216,여성,59,대학교 졸업,제주,50-59,무직,4,4,1,1>13>9,34>27>29,68>58>61,1>34>68,1>2,2
01356648ab4642b380889ed20b1c701d,1.1815,남성,34,고졸 이하,서울,30-39,회계 사무원,3,4,7,9>2>1,34>29>50,56>57>67,34>29>2,1>2,2
5e2332dbfa3a4c46bd3a7c73f2789185,1.1815,남성,39,대학교 졸업,서울,30-39,데이터 설계 및 프로그래머,4,4,8,9>2>1,34>35>29,68>56>58,34>29>9,1>4,2
2c8ade9f29c24a87b492a6f1b76c4fee,1.0558,남성,59,고졸 이하,서울,50-59,"전직 건물 경비원, 현재 구직중",4,4,8,1>13>9,34>35>29,56>57>67,34>29>35,1>2,2
5d627a02f1dc41b8b6260232b51b013b,1.0558,남성,51,고졸 이하,서울,50-59,사무 보조원,4,4,8,9>1>5,34>29>35,63>56>57,34>29>63,1>2,2
dd586ea6f3d64366b13efe82e931945b,1.0558,남성,50,대학교 졸업,서울,50-59,생산관리 사무원,4,4,8,9>1>2,34>46>29,58>56>63,34>29>9,1>2,2
02483a9152c24291ab2b2e9048fa69a3,1.1815,남성,30,고졸 이하,서울,30-39,그 외 일반 영업원,4,4,8,1>9>14,34>29>27,57>67>56,34>29>1,1>2,2
e79557fdd96c484e96db780ac60337a5,1.7593,여성,22,대학교 졸업,서울,19-29,그 외 음료 조리사,3,4,8,9>14>1,34>29>35,56>57>60,34>29>9,1>2,2
8cd0640f1f60454c81a485daab2e2210,1.0558,남성,52,고졸 이하,서울,50-59,수금원,4,4,8,9>13>1,34>29>35,58>56>57,34>9>29,1>2,2
f5f09046b35a4e45afef6a52e91adbaf,1.7593,여성,28,대학교 졸업,서울,19-29,무직,4,5,6,9>13>2,34>27>54,56>57>58,34>9>27,1>4,2
3d9645ca777b40d0b69703f9049396e2,1.7593,여성,25,대학교 졸업,서울,19-29,보육교사,4,4,8,9>2>1,34>42>29,68>56>58,34>42>9,1>4,2
32f88f80644e4f41b9a23871aceba7b7,1.6426,남성,47,대학교 졸업,서울,40-49,소방시설 공사 기술자 및 연구원,5,4,6,2>1>9,34>29>35,56>57>63,34>29>2,1>2,2
cb81501c727a45fba3a24f0f3a2045f4,1.6841,여성,40,대학교 졸업,서울,40-49,무직,4,4,8,2>9>13,34>54>27,56>58>57,34>2>9,1>4,2
9d894bfd3adf4cc28361297e7b2fbb03,1.6841,여성,46,대학교 졸업,서울,40-49,무직,4,4,8,9>2>1,34>27>29,56>57>68,34>9>27,1>4,2
67bb66b3df7a44f6911055e4661773e7,1.0627,여성,34,대학교 졸업,서울,30-39,주방 보조원,3,4,6,1>2>9,34>27>29,63>57>56,34>63>57,1>4,2
ff01d88cbb3c45eba3ca9a3dce544d95,1.6841,여성,42,대학교 졸업,서울,40-49,무직,4,4,8,13>9>2,34>27>35,56>58>67,34>13>27,1>4,2
a7fe320bf86e4f87ae39f01ae6db0a4a,1.3668,여성,50,고졸 이하,서울,50-59,무직,4,5,8,13>1>9,34>29>27,56>58>57,34>13>29,1>2,2
3be2cd4c482e4131a6a1cd571a7b3ff7,1.0627,여성,33,대학교 졸업,서울,30-39,무직,3,4,4,9>1>11,34>27>42,56>57>67,34>9>42,1>4,2
14084081d87548c5b25ae89181b8c60d,1.6841,여성,49,대학교 졸업,서울,40-49,무직,4,4,8,9>2>11,34>27>42,56>67>57,34>67>56,1>4,2
238bdff4a84949abac1bf364a9d78ca9,1.3668,여성,55,고졸 이하,서울,50-59,그 외 환경미화원 및 재활용품 수거원,4,4,2,9>1>5,34>29>35,63>56>57,34>29>9,1>2,2
cd5d811ee96244029fcbe4866211913a,1.0627,여성,34,대학교 졸업,서울,30-39,그 외 상점 판매원,3,4,8,1>9>2,34>29>42,63>56>57,34>1>29,1>2,2
f9bd537835894511bf6e70148cd316a7,1.3668,여성,51,고졸 이하,서울,50-59,시설 경비원,4,4,8,9>2>1,34>27>29,68>56>58,34>9>68,1>3,2
f2eae859345e46f0891edb438d3ab782,0.5873,남성,38,대학교 졸업,부산,30-39,도축원,4,4,6,1>2>9,34>35>27,63>58>57,1>34>63,1>2,2
59cd9aba604a400ea5b1774b1b5f7eae,0.5873,남성,33,대학교 졸업,부산,30-39,청소년 지도사,4,4,8,1>9>14,27>34>29,56>67>57,1>34>27,1>4,2
dc36de07749f4632894b8181506f3d4c,1.3916,남성,21,대학교 졸업,부산,19-29,일반 비서,3,4,6,1>2>9,34>29>35,63>67>61,1>34>29,1>2,2
0263b53e09a840379132df7c482cceb4,0.8569,남성,43,고졸 이하,부산,40-49,웹 운영자,4,4,8,1>2>9,51>34>29,58>59>57,1>51>34,1>2,2
039af0855e52498badebad4e64bcd108,1.3668,여성,58,고졸 이하,서울,50-59,지방행정 사무원,4,4,4,9>1>13,27>34>29,57>58>56,9>34>27,1>3,2
248dd46ed90e4ac0a3632ae77b2970d8,0.9544,남성,57,고졸 이하,부산,50-59,광석 및 석재 가공장치 조작원,4,4,6,1>2>9,34>35>29,63>57>56,1>34>63,1>2,2
46a2c0dce785445cb057d7fe945a111e,0.8569,남성,40,대학교 졸업,부산,40-49,사탕·껌 및 초콜릿 제품 기계 조작원,4,4,6,1>2>9,34>35>27,63>56>57,1>34>63,1>2,2
a84806697fb44641a1ba10582924c960,1.3371,여성,23,대학교 졸업,부산,19-29,관세행정 사무원,4,4,8,1>2>9,27>34>42,56>57>61,1>34>27,1>3,2
ecca289fd6554f0d99827a55f25afc48,0.9544,남성,54,대학교 졸업,부산,50-59,건물 내 전기 설치 및 정비원,4,4,8,1>2>9,34>35>46,57>63>61,34>1>57,1>2,2
1d7d18472f8a4d81ad18a4cfd03c6f8e,0.9171,여성,33,대학원 졸업,부산,30-39,무직,4,4,8,1>2>9,34>27>54,56>58>59,34>1>56,1>4,2
0547b16e8a9c42909762b1b578e1fd25,0.9516,남성,67,고졸 이하,부산,60-69,무직,4,4,8,1>9>2,34>29>51,56>57>68,34>1>29,1>2,2
3bee185455074a9daa9024360965a05b,1.1175,여성,41,대학교 졸업,부산,40-49,상담 전문가,4,4,8,1>13>9,27>34>35,56>59>68,1>34>56,1>4,2
b09d65373dc44ebf925c9d8342b5cc3a,0.9928,여성,56,고졸 이하,부산,50-59,무직,4,4,8,1>9>2,34>35>42,56>57>68,34>1>56,1>2,2
e332ca555acd4e0fbb179e686579c2fc,0.9171,여성,35,고졸 이하,부산,30-39,건물 청소원,4,4,1,1>2>9,34>29>42,56>57>63,1>34>29,1>2,2
42bcdef47b25439fbc61bc7d1740c24d,1.3371,여성,25,대학교 졸업,부산,19-29,무직,4,4,1,1>13>9,34>27>42,56>58>61,1>34>27,1>3,2
6814f17ba94c4ed28258e5a8f15d31cd,1.3668,여성,51,고졸 이하,서울,50-59,신차 영업원,4,4,8,9>1>11,34>29>51,56>57>58,34>29>9,1>2,2
f37911422fac4ba695e02dc6fe746fe2,1.0769,여성,62,고졸 이하,부산,60-69,무직,3,4,2,1>9>10,34>35>42,61>68>67,1>34>35,1>2,2
425a905ac962481fa14f98e1d9486019,0.5873,남성,39,대학교 졸업,부산,30-39,육상운송 관련 관리자,4,4,8,1>2>9,29>34>51,63>61>68,29>1>63,1>2,2
39aba9f04602477a9bfb0582afb292a9,1.1175,여성,45,대학교 졸업,부산,40-49,데스크 안내원,4,4,8,1>9>2,34>51>42,56>57>68,34>29>1,1>2,2
0fab34fa59504293ac7256459dc53069,1.0769,여성,60,고졸 이하,부산,60-69,무직,4,4,1,1>2>9,34>42>27,56>57>68,34>1>56,1>2,2
26c01e9682754752a6c7787112c42f1d,0.9171,여성,35,대학교 졸업,부산,30-39,유치원 교사,4,4,8,1>9>2,27>34>29,68>56>64,1>68>34,1>4,2
254e9f86a4fa4b6cbd97f7387fe6955c,1.0752,남성,28,대학교 졸업,대구,19-29,육군 병사,4,4,8,9>13>1,34>46>35,56>57>58,34>9>46,1>3,2
958c6bc9282847c1af61afd74440d803,0.8217,남성,49,대학교 졸업,대구,40-49,장례 지도사,4,4,8,9>13>2,34>29>35,56>68>57,34>29>9,1>4,2
105a7151a3c24548b1d35433dfddd5ba,0.4893,여성,27,고졸 이하,대구,19-29,무직,3,4,8,9>2>1,34>27>29,56>64>67,34>9>29,1>4,2
18f0f92fa1f341ab90996c1333ec336d,0.9858,남성,57,고졸 이하,대구,50-59,무직,4,4,8,13>9>1,34>41>27,68>56>58,34>13>9,1>4,2
13b2238c355548e5ba70c9206b8037e9,0.8784,남성,60,고졸 이하,대구,60-69,무직,4,4,2,9>2>10,34>35>42,57>58>68,34>9>2,1>2,2
b28e97f9fccc4575b491eb62392d4f04,0.4893,여성,21,대학교 졸업,대구,19-29,무직,3,4,8,9>10>11,34>27>42,56>67>57,34>56>9,1>5,2
48a0bb2080ab496090b9e63aca94e91e,0.8217,남성,46,대학교 졸업,대구,40-49,금속공학 기술자 및 연구원,4,4,8,9>2>1,34>29>27,63>56>57,34>9>29,1>2,2
b9621392b1ca4550bf3d739abe87ffb5,0.6476,여성,31,대학교 졸업,대구,30-39,마케팅 전문가,4,4,8,9>11>13,54>34>42,56>58>68,9>54>34,1>4,2
e306afeaac8d47eb867cb30a1585d142,0.6476,여성,38,대학교 졸업,대구,30-39,일반 간호사,5,4,6,9>2>14,34>29>27,56>64>57,34>9>29,1>4,2
34ecbddecdda4401ba359c24b5259f1e,1.2465,여성,40,고졸 이하,대구,40-49,무직,4,4,8,9>1>11,27>42>34,56>57>68,42>27>34,1>2,2
fe4f681ac3124cc9aca8418d9099b41a,1.0887,남성,32,대학교 졸업,인천,30-39,범용 소프트웨어 프로그래머,4,4,8,9>1>11,34>29>51,56>59>68,34>9>29,1>2,2
220ebe1e5d934924b33543758d375007,0.9605,여성,60,고졸 이하,대구,60-69,사무 보조원,4,4,8,9>1>2,34>29>51,56>68>57,34>9>29,1>2,2
ee6d3c54049d4315a650d4a757b662d6,1.3971,남성,22,고졸 이하,인천,19-29,가구 도장기 조작원,3,4,8,9>1>11,34>35>40,63>56>57,34>63>35,1>2,2
32d782eaeeb845f291172bc5fe6e25eb,1.0887,남성,38,고졸 이하,인천,30-39,전기 용접원,4,4,8,1>2>9,34>35>29,63>57>56,63>34>29,1>2,2
a0399372575042eabee591924b8998b9,0.6560,여성,22,고졸 이하,인천,19-29,프레스기 및 절단기 조작원,3,4,8,1>2>9,34>29>35,63>56>57,63>34>29,1>2,2
6dd2e526748643cab21ca17edefcbabd,0.8915,남성,45,고졸 이하,인천,40-49,영업 관리 사무원,4,4,8,1>2>9,27>29>34,56>64>68,34>27>29,1>2,2
eb976bfad5584899a966f27cd858c499,0.8396,여성,41,고졸 이하,인천,40-49,무직,4,4,8,2>9>1,34>27>42,56>68>57,34>2>56,1>2,2
cebd1bc19e414d46bd5b9de6e02b5285,0.9468,여성,59,고졸 이하,인천,50-59,음료 서비스 종사원,4,4,8,1>2>9,34>29>42,56>57>63,34>1>29,1>2,2
3643231523e54612b861521e45586a8f,1.1544,여성,68,고졸 이하,인천,60-69,무직,4,4,8,1>9>10,34>51>39,56>57>68,34>1>56,1>4,2
323d8c9f94324b5b8a394f27f8aefdc3,0.8396,여성,46,고졸 이하,인천,40-49,전화 상담원,4,4,8,1>9>2,34>27>42,56>64>57,34>1>27,1>2,2
185c06357a424e9d8f963b268dd123d8,1.1214,남성,64,대학교 졸업,인천,60-69,무직,4,4,8,1>9>2,34>27>29,56>57>68,34>1>27,1>2,2
27f54a12783544dca3d5de21fde26b0b,0.4393,남성,50,대학교 졸업,광주,50-59,산업기계공학 기술자 및 연구원,4,4,6,9>1>13,34>42>29,56>63>57,34>9>42,1>2,2
c3905936adb34a62beefc651dae42ba4,0.4393,남성,58,고졸 이하,광주,50-59,강구조물 건립원,4,4,6,9>1>13,46>34>29,63>58>57,63>46>9,1>3,2
1763c14d7065417ab567c739227e46fc,0.7238,남성,28,대학교 졸업,광주,19-29,건물 경비원,4,4,8,1>2>9,34>35>46,56>57>63,34>1>56,1>2,2
42a3b3a2cb78436b93778a480f2a8d12,0.4486,남성,62,고졸 이하,광주,60-69,하역 및 적재 관련 단순 종사원,4,4,6,1>2>9,34>29>35,63>57>68,63>34>29,1>2,2
a1a49fa32e56430096df348800122f92,0.4433,여성,21,고졸 이하,광주,19-29,"전직 화학물 가열 처리 장치 조작원, 현재 구직중",4,4,6,1>9>2,38>34>39,63>67>56,38>34>1,1>4,2
0c46fb054106432abc6e3285162f29c7,0.7784,여성,56,고졸 이하,대구,50-59,가스 용접원,4,4,6,1>9>2,34>35>27,63>56>57,34>35>63,1>2,2
ec5a356789af4cc98667998a088555f3,0.4393,남성,58,고졸 이하,광주,50-59,건물 경비원,4,4,8,1>2>13,34>27>29,56>58>57,34>1>56,1>4,2
e416df7eabc340cab61623c7af700948,0.8982,여성,53,고졸 이하,광주,50-59,무직,3,4,2,1>2>9,34>27>35,57>56>67,1>34>9,1>2,2
f24ed083a5f3456abe36745a03055b7f,0.4873,여성,61,고졸 이하,광주,60-69,그 외 서비스 관련 단순 종사원,4,4,8,2>13>9,34>35>27,56>57>68,34>2>56,1>2,2
a386b559962245c2987b3544a396afaf,0.4427,남성,53,대학원 졸업,대전,50-59,무직,4,4,8,9>1>2,34>42>51,56>57>68,34>29>9,1>2,2
